nRegisto,dci,nome_medicamento,forma_farmaceutica,dosagem,tamanho_embalagem,cnpem,pricePVP,pricePVPnotified,priceUtente,pricePensionist,commercialized,isGeneric,infoUrl
5495528,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Teva,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 3,19",,"€ 0,88","€ 0,01",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=279aff706e4e11e2a32889740a560d6d
5719117,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Generis,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 3,31",,"€ 1,00","€ 0,13",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=db8fabc0452211e7b22dfc15615c4a9c
5350327,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Mylan,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 3,71",,"€ 1,40","€ 0,53",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2eafed606e4011e2a406e5f4d202dd84
5432422,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Ciclum,Comprimido,16 mg + 12.5 mg,56 unidade(s),50024981,"€ 6,46",,"€ 1,83","€ 0,09",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=889953306da411e2af5faec6423a53d9
5657218,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Aurovitas,Comprimido,16 mg + 12.5 mg,56 unidade(s),50024981,"€ 6,68",,"€ 2,05","€ 0,31",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7dd94880cf6311e2b686ea8cc6757277
5592779,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Alter,Comprimido,16 mg + 12.5 mg,56 unidade(s),50024981,"€ 6,68",,"€ 2,05","€ 0,31",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6e402a206e6411e2a337808c7fd4a170
5355433,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Ratiopharm,Comprimido,16 mg + 12.5 mg,56 unidade(s),50024981,"€ 6,68",,"€ 2,05","€ 0,31",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9ccb5d906d9e11e2a9f9f0cfc1928f45
5408232,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Zentiva,Comprimido,16 mg + 12.5 mg,56 unidade(s),50024981,"€ 6,68",,"€ 2,05","€ 0,31",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=45922a406da311e29aa2be212fd56283
5401948,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Sandoz,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 5,32",,"€ 3,01","€ 2,51",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=204e87f06e7611e2b97ae691a884f5c3
5699111,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Ciclum,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 16,02",,"€ 3,09","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5d3b73406e5c11e2a158d73f4fb20e4a
5408208,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Zentiva,Comprimido,8 mg + 12.5 mg,56 unidade(s),50019473,"€ 16,11",,"€ 3,46","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=45a8e6906da311e2b8bec9875078abcb
5369855,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Krka,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 6,48",,"€ 4,17","€ 3,67",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3fbde2606da011e2aea5adb71477b592
5318027,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Farmoz,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 6,68",,"€ 4,37","€ 3,87",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=edad15a06d9e11e287bde593676f23ca
5495569,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Teva,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 17,99",,"€ 5,06","€ 0,19",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2b7246306e4e11e2af71a59d1f1d7a78
5657234,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Aurovitas,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 19,19",,"€ 6,26","€ 1,39",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2eb5fa50d27911e2b412ffba4ac6f9e8
5370028,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Krka,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 19,20",,"€ 6,27","€ 1,40",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=44da2c406da011e28885c0a5ecedb348
5628847,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Mylan,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 19,20",,"€ 6,27","€ 1,40",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=10a239a0c9ca11e2b348c2c5beaecf1a
5592837,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Alter,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 21,29",,"€ 8,36","€ 3,49",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6f83a6a06e6411e2ae47d06be1a292aa
5719125,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Generis,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 21,29",,"€ 8,36","€ 3,49",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fbd849f0452211e797478ed2716ecb9f
5553045,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Sandoz,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 21,29",,"€ 8,36","€ 3,49",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e7777b306e5c11e2907599f83d54679c
5480405,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Zentiva,Comprimido,32 mg + 25 mg,56 unidade(s),50052446,"€ 21,29",,"€ 8,36","€ 3,49",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6b7878406e5c11e29d41c062e16fd21e
5384375,Candesartan + Hidroclorotiazida,Candesartan + Hidroclorotiazida Bluepharma,Comprimido,16 mg + 12.5 mg,56 unidade(s),50024981,"€ 13,21",,"€ 8,58","€ 7,57",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c33b77406da211e2b1e5a26b86cd9c04
3212289,Candesartan + Hidroclorotiazida,Hytacand 16 mg,Comprimido,16 mg + 12.5 mg,28 unidade(s),50024973,"€ 11,45",,"€ 9,14","€ 8,64",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b20920606c8c11e2bccda49752003ff6
0,,,,,,0,,,,,,False,
0,,,,,,0,,,,,,False,
9484220,Carbocisteína,Finatux,Xarope,50 mg/ml,1 unidade(s) - 200 ml,50072676,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=79c815606d6011e296bfe23788830367
5881453,Carbocisteína,Lavocestine,Xarope,50 mg/ml,1 unidade(s) - 200 ml,50072676,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=161db9868df2ffaee060a8c034296fee
3125986,Carbocisteína,Pulmiben 2%,Xarope,20 mg/ml,1 unidade(s) - 125 ml,50089765,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f4899e006d5a11e2bfe5e6fd549ee418
3491685,Carbocisteína,Pulmiben 5%,Xarope,50 mg/ml,1 unidade(s) - 250 ml,50072676,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f65fe4a06d5a11e2a4f292153587186d
5633300,Carbocisteína,Pulmiben Lisina,Pó para solução oral em saqueta,1500 mg,40 unidade(s),50152718,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9e89b2607c7c11e3af64add9c53a4611
5633326,Carbocisteína,Pulmiben Unidia,Solução oral,100 mg/ml,1 unidade(s) - 120 ml,50152289,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=814b6e007c7c11e3b2b5f3f1431462d9
9751305,Carbocisteína + Sobrerol,Niflux,Xarope,50 mg/ml + 8 mg/ml,1 unidade(s) - 200 ml,50066889,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6d2478406d6411e283028583330f047a
3211588,Carbonato de cálcio + Colecalciferol,Calcium D Sandoz,Comprimido efervescente,1500 mg + 400 U.I.,20 unidade(s),50193783,"€ 3,54",,"€ 2,23","€ 1,70",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=30c5f4a06d5a11e2933984731337bf9f
3280286,Carbonato de cálcio + Colecalciferol,Cálcio + Vitamina D3 ratiopharm,Comprimido efervescente,1500 mg + 400 U.I.,20 unidade(s),50193783,"€ 3,74",,"€ 2,36","€ 1,80",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3013e2b06d5a11e2bf7acc393a047b28
5865985,Carbonato de cálcio + Colecalciferol,Cacit,Granulado efervescente,1000 mg + 880 U.I.,30 unidade(s),50193872,"€ 6,50",,"€ 4,09","€ 3,12",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9da8b0e06e3011e2bf5ca90c403ce132
5087309,Carbonato de cálcio + Colecalciferol,Calcitab D,Comprimido orodispersível,1500 mg + 400 U.I.,60 unidade(s),50096281,"€ 6,62",,"€ 4,17","€ 3,18",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=62bbf3b06d8c11e2a5cd80b9d6b80bd9
5590849,Carbonato de cálcio + Colecalciferol,Calcimed D3,Comprimido para mastigar,1000 mg + 880 U.I.,30 unidade(s),50142046,"€ 6,68",,"€ 4,21","€ 3,21",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5b10dad06e4b11e29803e159c215021f
2585982,Carbonato de cálcio + Colecalciferol,Ideos,Comprimido para mastigar,1250 mg + 400 U.I.,60 unidade(s),50076264,"€ 6,68",,"€ 4,21","€ 3,21",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=147635506d6211e2bf79ec7f34e3defc
3280484,Carbonato de cálcio + Colecalciferol,Cálcio + Vitamina D3 ratiopharm,Comprimido efervescente,1500 mg + 400 U.I.,60 unidade(s),50193805,"€ 8,58",,"€ 5,41","€ 4,12",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3013e2b06d5a11e2bf7acc393a047b28
3211786,Carbonato de cálcio + Colecalciferol,Calcium D Sandoz,Comprimido efervescente,1500 mg + 400 U.I.,60 unidade(s),50193805,"€ 8,80",,"€ 5,54","€ 4,22",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=30c5f4a06d5a11e2933984731337bf9f
3313384,Carbonato de cálcio + Colecalciferol,Calcitab D,Comprimido para mastigar,1500 mg + 400 U.I.,60 unidade(s),50096281,"€ 8,83",,"€ 5,56","€ 4,24",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5b514e006d8111e2b80e908814ddbd5f
3314085,Carbonato de cálcio + Colecalciferol,Densical D,Comprimido para mastigar,1500 mg + 400 U.I.,60 unidade(s),50096281,"€ 8,83",,"€ 5,56","€ 4,24",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=530f33106d8111e2931ac81953c65bfa
5633052,Carbonato de cálcio + Colecalciferol,Demilos,Comprimido orodispersível,1500 mg + 1000 U.I.,30 unidade(s),50158660,"€ 8,94",,"€ 5,63","€ 4,29",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a0d745a06e5e11e2a7c1c38e3acf560e
3441789,Carbonato de cálcio + Colecalciferol,Natecal D,Comprimido para mastigar,1500 mg + 400 U.I.,60 unidade(s),50096281,"€ 8,83",,"€ 8,83","€ 8,83",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8200e5406dd311e2b11ed3e852ae5348
8491431,Carbonato de di-hidróxido de alumínio e sódio + Dimeticone,Kompensan Trieffect,Comprimido para chupar,340 mg + 30 mg,60 unidade(s),50077287,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=991096c06d6211e2917f91f0cfeda3ee
8491423,Carbonato de di-hidróxido de alumínio e sódio + Dimeticone,Kompensan Trieffect,Comprimido para chupar,340 mg + 30 mg,20 unidade(s),50077295,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=991096c06d6211e2917f91f0cfeda3ee
3853785,Carbómero,Liposic,Gel oftálmico,2 mg/g,1 unidade(s) - 10 g,50089102,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=49e7a4e06da711e29830fd1d22895f82
2717585,Carbómero,Siccafluid,Gel oftálmico,2.5 mg/g,1 unidade(s) - 10 g,50085280,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=dc9aa3f06d6611e2aa35e7de3c7102c3
5418884,Carbómero,Siccafluid,Gel oftálmico,2.5 mg/g,60 unidade(s) - .5 g,50109090,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=36b413306db711e2a356a4845c89f67a
8720904,Carbómero,Vidisic Gel,Gel oftálmico,2 mg/g,1 unidade(s) - 10 g,50089102,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=af49ec606d6811e2b9b4ad57fd645d38
5901913,Carbómero,Vidisic Gel IP,Gel oftálmico,2 mg/g,1 unidade(s) - 10 g,50089102,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5f43efe5748b4e0ebad547e2e17dea02
5732466,Cariprazina,Reagila,Cápsula,1.5 mg,14 unidade(s),50169637,"€ 31,11",,"€ 3,11","€ 1,56",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7d948cd06d5311e7969cb2f4be643c21
5732474,Cariprazina,Reagila,Cápsula,1.5 mg,28 unidade(s),50169645,"€ 53,52",,"€ 5,35","€ 2,68",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7d948cd06d5311e7969cb2f4be643c21
5732516,Cariprazina,Reagila,Cápsula,3 mg,28 unidade(s),50169661,"€ 53,52",,"€ 5,35","€ 2,68",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5a5a26107c1e11e785fdd9cac4dc188f
5732524,Cariprazina,Reagila,Cápsula,4.5 mg,28 unidade(s),50169670,"€ 53,99",,"€ 5,40","€ 2,70",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ae8a02407c1f11e7b2d1c9c25a106c56
5732532,Cariprazina,Reagila,Cápsula,6 mg,28 unidade(s),50169688,"€ 53,99",,"€ 5,40","€ 2,70",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=984cd7e07c2011e7b1bbc7999f2f5afd
2805489,Carmelose,Celluvisc,"Colírio, solução",4 mg/0.4 ml,30 unidade(s) - .4 ml,50090054,"€ 3,89",,"€ 2,45","€ 1,87",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=aadd2c206d5711e29daa9ce062b4d9c8
5177084,Carteolol,Physioglau 1%,Colírio de libertação prolongada,10 mg/ml,1 unidade(s) - 3 ml,50107429,"€ 5,36",,"€ 0,54","€ 0,27",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3db546806db311e28f3eedb4c91a6233
5177183,Carteolol,Physioglau 2%,Colírio de libertação prolongada,20 mg/ml,1 unidade(s) - 3 ml,50107410,"€ 5,36",,"€ 0,54","€ 0,27",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3b9525a06db311e2a804f62fbadc3d64
5192943,Carteolol,Physioglau 2% Unidoses,Colírio de libertação prolongada,20 mg/ml,30 unidade(s) - .2 ml,50119133,"€ 6,49",,"€ 0,65","€ 0,32",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ca59fdf06d9b11e2a776d3d3e0d003a5
5875828,Carteolol,Physioglau PF 2%,Colírio de libertação prolongada,20 mg/ml,1 unidade(s) - 8 ml,50203150,"€ 10,72",,"€ 1,07","€ 0,54",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e5cb0540251cd8cae050a8c0342903cd
4989588,Carvedilol,Carvedilol Mylan,Comprimido revestido por película,6.25 mg,14 unidade(s),50006959,"€ 2,35",,"€ 0,79","€ 0,20",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=071933a06db011e2a7c5a5b5cad04391
5649603,Carvedilol,Carvedilol Aurovitas,Comprimido revestido por película,25 mg,56 unidade(s),50006940,"€ 6,68",,"€ 0,81","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=625ede007a0f11e4ad368540df4728a3
5187653,Carvedilol,Carvedilol Ratiopharm,Comprimido revestido por película,6.25 mg,10 unidade(s),50006959,"€ 1,93",,"€ 0,82","€ 0,58",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=24ca23e06d9811e29d5ed891c293be94
2532489,Carvedilol,Dilbloc IC,Comprimido,6.25 mg,14 unidade(s),50006959,"€ 2,49",,"€ 0,93","€ 0,34",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6b3339006c8711e2a24899b1a5bde828
5089289,Carvedilol,Carvedilol Ciclum 25 mg Comprimidos,Comprimido,25 mg,14 unidade(s),50006924,"€ 4,28",,"€ 0,94","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c5bdd4006db011e2939ba268517c56f8
5387782,Carvedilol,Carvedilol Teva 25 mg comprimidos,Comprimido,25 mg,14 unidade(s),50006924,"€ 4,28",,"€ 0,94","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a8455e106db611e28260c44d9c4cc03c
4403085,Carvedilol,Carvedilol Sandoz,Comprimido,6.25 mg,14 unidade(s),50006959,"€ 2,51",,"€ 0,95","€ 0,36",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=36895ab06dac11e29b88d61540e9c320
4828885,Carvedilol,Carvedilol Krka,Comprimido,6.25 mg,14 unidade(s),50006959,"€ 2,63",,"€ 1,07","€ 0,73",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3e5f50e06dad11e292c7e387de0aab2c
5187679,Carvedilol,Carvedilol Ratiopharm,Comprimido revestido por película,25 mg,10 unidade(s),50006924,"€ 3,48",,"€ 1,09","€ 0,19",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2a0ce1806d9811e2b562d100633b9eb4
3418498,Carvedilol,"Carvedilol Coronat 6,25 mg Comprimidos",Comprimido,6.25 mg,10 unidade(s),50006959,"€ 2,28",,"€ 1,17","€ 0,93",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e01530706d8111e2833db218d8d689ee
3417193,Carvedilol,"Carvedilol Farmoz 6,25 mg Comprimidos",Comprimido,6.25 mg,10 unidade(s),50006959,"€ 2,28",,"€ 1,17","€ 0,93",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=adac5fa06d8111e2bcc9bacbc95ca7cf
5085089,Carvedilol,"Carvedilol Ciclum 6,25 mg Comprimidos",Comprimido,6.25 mg,14 unidade(s),50006959,"€ 2,77",,"€ 1,21","€ 0,87",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cc92f1706db011e2b676fd565d081a85
5387188,Carvedilol,"Carvedilol Teva 6,25 mg comprimidos",Comprimido,6.25 mg,14 unidade(s),50006959,"€ 2,79",,"€ 1,23","€ 0,89",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a4751c306db611e2af9ae1e2c3c5d31e
5387386,Carvedilol,"Carvedilol Teva 6,25 mg comprimidos",Comprimido,6.25 mg,56 unidade(s),50006967,"€ 5,31",,"€ 1,47","€ 0,02",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a4751c306db611e2af9ae1e2c3c5d31e
3417292,Carvedilol,"Carvedilol Farmoz 6,25 mg Comprimidos",Comprimido,6.25 mg,60 unidade(s),50006967,"€ 5,67",,"€ 1,55","€ 0,00",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=adac5fa06d8111e2bcc9bacbc95ca7cf
4701983,Carvedilol,Dilbloc IC,Comprimido,6.25 mg,56 unidade(s),50006967,"€ 5,51",,"€ 1,67","€ 0,22",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6b3339006c8711e2a24899b1a5bde828
5085683,Carvedilol,"Carvedilol Ciclum 6,25 mg Comprimidos",Comprimido,6.25 mg,56 unidade(s),50006967,"€ 5,80",,"€ 1,96","€ 0,51",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cc92f1706db011e2b676fd565d081a85
4829289,Carvedilol,Carvedilol Krka,Comprimido,6.25 mg,56 unidade(s),50006967,"€ 5,81",,"€ 1,97","€ 1,13",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3e5f50e06dad11e292c7e387de0aab2c
3418597,Carvedilol,"Carvedilol Coronat 6,25 mg Comprimidos",Comprimido,6.25 mg,60 unidade(s),50006967,"€ 6,21",,"€ 2,09","€ 0,54",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e01530706d8111e2833db218d8d689ee
3418795,Carvedilol,"Carvedilol Jaba 6,25 mg Comprimidos",Comprimido,6.25 mg,60 unidade(s),50006967,"€ 6,21",,"€ 2,09","€ 0,54",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d581f9906d8111e29679a0293dd41bf2
5033212,Carvedilol,Carvedilol Vitória,Comprimido,6.25 mg,56 unidade(s),50006967,"€ 6,21",,"€ 2,37","€ 1,53",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0805a1306d8911e28e80f5fad044363e
5726161,Carvedilol,Carvedilol Labesfal,Comprimido revestido por película,6.25 mg,56 unidade(s),50006967,"€ 6,26",,"€ 2,42","€ 1,58",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e2b0ab6067b511e78616ddc909bed21a
5723481,Carvedilol,Carvedilol Azevedos 6.25 mg Comprimidos,Comprimido,6.25 mg,60 unidade(s),50006967,"€ 6,55",,"€ 2,43","€ 1,54",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b4e697f06db711e2a769a8180d22debe
5649561,Carvedilol,Carvedilol Aurovitas,Comprimido revestido por película,6.25 mg,56 unidade(s),50006967,"€ 6,30",,"€ 2,46","€ 1,62",Comerc.Comercializado,True,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3391f8a07a0f11e4bced8a136890d634
0,,,,,,0,,,,,,False,
8448415,Cassia angustifolia (fruto) + Ispagula (mucilagem) + Plantago ovata (sementes),Agiolax,Granulado,Associação,1 unidade(s) - 250 g,50064673,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d04858f06d5b11e2a635c8b391ed943e
8448423,Cassia angustifolia (fruto) + Ispagula (mucilagem) + Plantago ovata (sementes),Agiolax,Granulado,Associação,1 unidade(s) - 400 g,50064681,preço livre,,,,Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d04858f06d5b11e2a635c8b391ed943e
4798989,Cefaclor,Ceclor,Cápsula,500 mg,16 unidade(s),50004700,"€ 9,21",,"€ 2,86","€ 1,47",Comerc.Comercializado,False,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fbc168306c8611e2a3deef2eba95c77c
